,0,1
157,할당한다.,1
158,근처에,1
159,동일한,1
160,분류하는,1
161,생각해,1
162,개념이다,1
163,x1간,1
164,했을,1
165,결정짓는,1
166,결정규칙을,1
167,식으로,1
168,표현하면,1
169,아래와,1
170,같다,1
171,xmin을,1
172,식별한다,1
173,할당,1
174,x에,1
175,xmin의,1
176,클래스와,1
177,같은,1
178,할당하도록,1
179,결정한다,1
180,이러한,1
181,있는데,1
182,그것은,1
183,것과,1
184,과다적합이,1
185,점이다,1
186,잡음이란,1
187,이상치와,1
188,일반적이지,1
189,않은,1
190,의미한다.,1
191,참고하기,1
192,참고하는,1
193,이상치인,1
194,경우에는,1
195,오분류가,1
196,가능성이,1
197,높다,1
198,과적합이라고,1
199,부르는,1
200,모델이,1
201,적합하여,1
202,현실,1
203,세계,1
204,데이터에서,1
205,분류율이,1
206,떨어지는,1
207,말한다.,1
208,앞서,1
209,문제와,1
210,일정,1
211,부분,1
212,비슷한,1
213,면이,1
214,K=1,1
215,K-Nearest,1
216,Neighbors,1
217,주어진,1
218,학습데이터에서,1
219,이와,1
220,순서대로,1
221,선별하여,1
222,데이터집합,1
223,뒤,1
224,집합에,1
225,포함된,1
226,클래스,1
227,xnew의,1
228,방법이다,1
229,민감하고,1
230,문제에,1
231,오분류율이,1
232,보완하고자,1
233,나온,1
234,하나,1
235,순으로,1
236,k,1
237,점에서,1
238,차이가,1
239,xnew와,1
240,처리과정,1
241,순서,1
242,단계,1
243,순서로,1
244,찾아,1
245,빈도,1
246,데이터들이,1
247,속한,1
248,클래스들을,1
249,각각의,1
250,등장빈도수를,1
251,탐색한다,1
252,단계에서,1
253,빈도수가,1
254,할당한다,1
255,결정,1
256,분류기에,1
257,비해,1
258,가짐,1
259,않음,1
260,비선형적,1
261,경계를,1
262,갖는,1
263,데이터분포에서,1
264,분류성능을,1
265,보일,1
266,있음,1
267,시간,1
268,오래걸림,1
269,요청이,1
270,전체와,1
271,필요,1
272,시간이,1
273,오래,1
274,걸리며,1
275,저장하고,1
276,하기,1
277,소모,1
278,결정경계,1
279,확률이,1
280,아닌,1
281,기반한,1
282,보니,1
283,자체의,1
284,특성값을,1
285,잘,1
286,반영할,1
287,있다는,1
288,바꾸어,1
289,말하면,1
290,단점으로도,1
291,분류기보다,1
292,않는다,1
293,위,1
294,그래프처럼,1
295,데이터들의,1
296,경계가,1
297,비선형적이라면,1
298,분류기보다는,1
299,KNN의,1
300,좋을,1
301,한계,1
302,분류모델은,1
303,간,1
304,하여,1
305,원리를,1
306,한계점이,1
307,도출되는데,1
308,바로,1
309,새로이,1
310,대상,1
311,학습데이터와의,1
312,거리계산을,1
313,수행해야,1
314,문제점이다,1
315,이는,1
316,계산해야,1
317,계산량이,1
318,많다.,1
319,계산을,1
320,위해,1
321,소모가,1
322,크다.,1
323,가지,1
324,반면,1
325,확률밀도함수를,1
326,진행한다,1
327,표준편차에만,1
328,학습시,1
329,이용해서,1
330,일단,1
331,확률밀도함수,1
332,나면,1
333,이후부터는,1
334,분류시에,1
335,학습데이터가,1
336,필요하지,1
337,않고,1
338,학습된,1
339,평균과,1
340,표준편차만을,1
341,이용해,1
342,분류가,1
343,가능하다는,1
344,계산량과,1
345,메모리상에,1
346,KNN보다,1
347,장점을,1
348,모델을,1
349,선정할,1
350,때에는,1
351,해결해야,1
352,개발,1
353,환경,1
354,파악해서,1
355,목적에,1
356,분류기를,1
357,선택해야,1
358,안목을,1
359,길러야,1
360,한다,1
361,설계시,1
362,몇,1
363,근접이웃,1
364,비율,1
365,선험,1
366,의존,1
367,K값으로,1
368,주변의,1
369,모두,1
370,반영하도록,1
371,해야함,1
372,데이터간,1
373,방법은,1
374,다양함,1
375,사용하느냐에,1
376,이웃이,1
377,달라짐,1
378,달라지면,1
379,성능에,1
380,직접적인,1
381,영향,1
382,모델의,1
383,정확도,1
384,성능은,1
385,좌우된다,1
386,적응하는,1
387,발생하고,1
388,=선험,1
389,특성이,1
390,적응되지,1
391,않는,1
392,수도,1
393,데이터에,1
394,보이는,1
395,도출해내는,1
396,모델,1
397,구축에,1
398,있어,1
399,굉장히,1
400,중요한,1
401,문제이다,1
402,k의,1
403,값에,1
404,정확도의,1
405,차이,1
406,/i,1
407,찾는,1
408,데에는,1
409,것이지만,1
410,특정한,1
411,정답이,1
412,아니며,1
413,특성에,1
414,찾아가는,1
415,것이,1
416,중요하다,1
417,찾기,1
418,위한,1
419,가지이다,1
420,K값,1
421,반영,1
422,수의,1
423,경향성에,1
424,맞춰,1
425,지정하는,1
426,방식,1
427,수가,1
428,N일,1
429,K=N의,1
430,제곱근,1
431,하나이며,1
432,값은,1
433,뿐만이,1
434,아니라,1
435,특성에도,1
436,정답이라고,1
437,실험적,1
438,변화를,1
439,줘가면서,1
440,실험적으로,1
441,K에서,1
442,보이는지,1
443,측정하는,1
444,K를,1
445,으로,1
446,변화시키면서,1
447,성능,1
448,경향성을,1
449,파악,1
450,현실적인,1
451,방법이며,1
452,따라서,1
453,많은,1
454,경우에,1
455,방식으로,1
456,찾는다.,1
457,다만,1
458,또한,1
459,아니다,1
460,모델에서,1
461,고려해야,1
462,번째는,1
463,함수이다,1
464,함수란,1
465,이웃과의,1
466,계산할,1
467,사용하는,1
468,수식,1
469,방법론을,1
470,지칭하는,1
471,말로,1
472,코사인,1
473,노름,1
474,등,1
475,각각,1
476,그리고,1
477,맨해튼,1
478,거리함수로,1
479,사용했을,1
480,달라지는,1
481,예시이다,1
482,종류는,1
483,아래,1
484,표를,1
485,참고한다,1
486,p차,1
487,정규화,1
